"Date","Open","High","Low","Close","AdjClose","Volume"
"2023-02-14T00:00:00.000000Z",21801.822266,22293.140625,21632.394531,22220.804688,22220.804688,26792596581
"2023-02-15T00:00:00.000000Z",22220.585938,24307.841797,22082.769531,24307.841797,24307.841797,32483312909
"2023-02-16T00:00:00.000000Z",24307.349609,25134.117188,23602.523438,23623.474609,23623.474609,39316664596
"2023-02-17T00:00:00.000000Z",23621.283203,24924.041016,23460.755859,24565.601563,24565.601563,41358451255
"2023-02-18T00:00:00.000000Z",24565.296875,24798.835938,24468.373047,24641.277344,24641.277344,19625427158
"2023-02-19T00:00:00.000000Z",24640.027344,25093.054688,24327.642578,24327.642578,24327.642578,25555105670
"2023-02-20T00:00:00.000000Z",24336.623047,25020.458984,23927.910156,24829.148438,24829.148438,28987376573
"2023-02-21T00:00:00.000000Z",24833.048828,25126.851563,24200.363281,24436.353516,24436.353516,31252098714
"2023-02-22T00:00:00.000000Z",24437.417969,24472.339844,23644.318359,24188.84375,24188.84375,30199996781
"2023-02-23T00:00:00.000000Z",24190.71875,24572.089844,23693.919922,23947.492188,23947.492188,30476264066
"2023-02-24T00:00:00.000000Z",23946.007813,24103.705078,23007.072266,23198.126953,23198.126953,26811744928
"2023-02-25T00:00:00.000000Z",23200.125,23210.210938,22861.558594,23175.375,23175.375,16100721565
"2023-02-26T00:00:00.000000Z",23174.150391,23654.367188,23084.220703,23561.212891,23561.212891,16644534842
"2023-02-27T00:00:00.000000Z",23561.451172,23857.890625,23205.878906,23522.871094,23522.871094,22660763494
"2023-02-28T00:00:00.000000Z",23521.837891,23585.384766,23077.650391,23147.353516,23147.353516,20535363434
"2023-03-01T00:00:00.000000Z",23150.929688,23880.632813,23088.626953,23646.550781,23646.550781,24662841200
"2023-03-02T00:00:00.000000Z",23647.019531,23739.138672,23245.021484,23475.466797,23475.466797,20386398516
"2023-03-03T00:00:00.000000Z",23476.632813,23479.347656,22213.238281,22362.679688,22362.679688,26062404610
"2023-03-04T00:00:00.000000Z",22362.923828,22405.177734,22198.980469,22353.349609,22353.349609,11166012913
"2023-03-05T00:00:00.000000Z",22354.144531,22613.685547,22307.142578,22435.513672,22435.513672,13317001733
"2023-03-06T00:00:00.000000Z",22436.816406,22584.292969,22331.314453,22429.757813,22429.757813,17353192895
"2023-03-07T00:00:00.000000Z",22428.322266,22527.417969,22011.261719,22219.769531,22219.769531,22765452204
"2023-03-08T00:00:00.000000Z",22216.441406,22268.896484,21708.050781,21718.080078,21718.080078,22536575684
"2023-03-09T00:00:00.000000Z",21720.080078,21802.716797,20210.306641,20363.021484,20363.021484,30364664171
"2023-03-10T00:00:00.000000Z",20367.001953,20370.595703,19628.253906,20187.244141,20187.244141,39578257695
"2023-03-11T00:00:00.000000Z",20187.876953,20792.525391,20068.660156,20632.410156,20632.410156,30180288176
"2023-03-12T00:00:00.000000Z",20628.029297,22185.03125,20448.806641,22163.949219,22163.949219,29279035521
"2023-03-13T00:00:00.000000Z",22156.40625,24550.837891,21918.199219,24197.533203,24197.533203,49466362688
"2023-03-14T00:00:00.000000Z",24201.765625,26514.716797,24081.183594,24746.074219,24746.074219,54622230164
"2023-03-15T00:00:00.000000Z",24770.925781,25240.615234,23964.910156,24375.960938,24375.960938,43655701450
"2023-03-16T00:00:00.000000Z",24373.457031,25190.326172,24225.111328,25052.789063,25052.789063,33866061747
"2023-03-17T00:00:00.000000Z",25055.123047,27787.8125,24955.169922,27423.929688,27423.929688,50730261335
"2023-03-18T00:00:00.000000Z",27448.117188,27725.953125,26636.261719,26965.878906,26965.878906,35723036817
"2023-03-19T00:00:00.000000Z",26969.503906,28440.560547,26907.716797,28038.675781,28038.675781,37769448859
"2023-03-20T00:00:00.000000Z",28041.601563,28527.724609,27242.880859,27767.236328,27767.236328,44774027664
"2023-03-21T00:00:00.000000Z",27768.392578,28439.5625,27439.646484,28175.816406,28175.816406,36102192830
"2023-03-22T00:00:00.000000Z",28158.720703,28803.335938,26759.996094,27307.4375,27307.4375,33382021890
"2023-03-23T00:00:00.000000Z",27301.957031,28729.84375,27183.363281,28333.972656,28333.972656,24220433689
"2023-03-24T00:00:00.000000Z",28324.111328,28388.4375,27039.265625,27493.285156,27493.285156,25980310960
"2023-03-25T00:00:00.000000Z",27487.337891,27791.826172,27196.234375,27494.707031,27494.707031,13383005987
"2023-03-26T00:00:00.000000Z",27495.523438,28178.144531,27445.046875,27994.330078,27994.330078,13878363192
"2023-03-27T00:00:00.000000Z",27994.068359,28037.925781,26606.689453,27139.888672,27139.888672,18188895178
"2023-03-28T00:00:00.000000Z",27132.888672,27460.71875,26677.818359,27268.130859,27268.130859,17783600385
"2023-03-29T00:00:00.000000Z",27267.03125,28619.542969,27259.662109,28348.441406,28348.441406,20684945906
"2023-03-30T00:00:00.000000Z",28350.140625,29159.902344,27720.160156,28033.5625,28033.5625,22435349951
"2023-03-31T00:00:00.000000Z",28032.261719,28639.896484,27583.714844,28478.484375,28478.484375,19001327598
"2023-04-01T00:00:00.000000Z",28473.332031,28802.457031,28297.171875,28411.035156,28411.035156,10876469901
"2023-04-02T00:00:00.000000Z",28462.845703,28518.958984,27884.087891,28199.308594,28199.308594,12284641999
"2023-04-03T00:00:00.000000Z",28183.080078,28475.623047,27276.720703,27790.220703,27790.220703,19556501327
"2023-04-04T00:00:00.000000Z",27795.273438,28433.742188,27681.304688,28168.089844,28168.089844,15284538859
"2023-04-05T00:00:00.000000Z",28169.726563,28739.238281,27843.763672,28177.984375,28177.984375,17052315986
"2023-04-06T00:00:00.000000Z",28175.226563,28178.384766,27738.759766,28044.140625,28044.140625,13837809380
"2023-04-07T00:00:00.000000Z",28038.966797,28111.59375,27794.03125,27925.859375,27925.859375,10861680497
"2023-04-08T00:00:00.000000Z",27920.513672,28159.863281,27883.386719,27947.794922,27947.794922,9373255556
"2023-04-09T00:00:00.000000Z",27952.367188,28532.830078,27828.480469,28333.050781,28333.050781,12175322951
"2023-04-10T00:00:00.000000Z",28336.027344,29771.464844,28189.271484,29652.980469,29652.980469,19282400094
"2023-04-11T00:00:00.000000Z",29653.679688,30509.083984,29609.300781,30235.058594,30235.058594,20121259843
"2023-04-12T00:00:00.000000Z",30231.582031,30462.480469,29725.574219,30139.052734,30139.052734,18651929926
"2023-04-13T00:00:00.000000Z",29892.740234,30539.845703,29878.623047,30399.066406,30399.066406,17487721001
"2023-04-14T00:00:00.000000Z",30409.5625,31005.607422,30044.498047,30485.699219,30485.699219,22659995079
"2023-04-15T00:00:00.000000Z",30490.75,30601.740234,30245.882813,30318.496094,30318.496094,11940685378
"2023-04-16T00:00:00.000000Z",30315.976563,30555.537109,30157.832031,30315.355469,30315.355469,12854816417
"2023-04-17T00:00:00.000000Z",30317.146484,30319.197266,29275.371094,29445.044922,29445.044922,17872186762
"2023-04-18T00:00:00.000000Z",29449.091797,30470.302734,29154.849609,30397.552734,30397.552734,19480529496
"2023-04-19T00:00:00.000000Z",30394.1875,30411.054688,28669.898438,28822.679688,28822.679688,24571565421
"2023-04-20T00:00:00.000000Z",28823.683594,29076.400391,28037.257813,28245.988281,28245.988281,21340360360
"2023-04-21T00:00:00.000000Z",28249.230469,28349.96875,27177.365234,27276.910156,27276.910156,20759504330
"2023-04-22T00:00:00.000000Z",27265.894531,27872.142578,27169.570313,27817.5,27817.5,13125734602
"2023-04-23T00:00:00.000000Z",27816.144531,27820.244141,27400.314453,27591.384766,27591.384766,12785446832
"2023-04-24T00:00:00.000000Z",27591.730469,27979.982422,27070.849609,27525.339844,27525.339844,17703288330
"2023-04-25T00:00:00.000000Z",27514.873047,28371.078125,27207.931641,28307.597656,28307.597656,17733373139
"2023-04-26T00:00:00.000000Z",28300.058594,29995.837891,27324.548828,28422.701172,28422.701172,31854242019
"2023-04-27T00:00:00.000000Z",28428.464844,29871.546875,28402.886719,29473.787109,29473.787109,27153445027
"2023-04-28T00:00:00.000000Z",29481.013672,29572.791016,28929.609375,29340.261719,29340.261719,17544464887
"2023-04-29T00:00:00.000000Z",29336.566406,29452.455078,29088.042969,29248.488281,29248.488281,10662634333
"2023-04-30T00:00:00.000000Z",29245.515625,29952.029297,29114.021484,29268.806641,29268.806641,14652199272
"2023-05-01T00:00:00.000000Z",29227.103516,29329.935547,27680.792969,28091.568359,28091.568359,18655599976
"2023-05-02T00:00:00.000000Z",28087.175781,28881.298828,27924.123047,28680.537109,28680.537109,16432924527
"2023-05-03T00:00:00.000000Z",28680.494141,29259.533203,28178.388672,29006.308594,29006.308594,19122972518
"2023-05-04T00:00:00.000000Z",29031.304688,29353.185547,28694.039063,28847.710938,28847.710938,15548678514
"2023-05-05T00:00:00.000000Z",28851.480469,29668.908203,28845.509766,29534.384766,29534.384766,17936566518
"2023-05-06T00:00:00.000000Z",29538.859375,29820.126953,28468.966797,28904.623047,28904.623047,15913866714
"2023-05-07T00:00:00.000000Z",28901.623047,29157.517578,28441.367188,28454.978516,28454.978516,11301355486
"2023-05-08T00:00:00.000000Z",28450.457031,28663.271484,27310.134766,27694.273438,27694.273438,19122903752
"2023-05-09T00:00:00.000000Z",27695.068359,27821.400391,27375.601563,27658.775391,27658.775391,14128593256
"2023-05-10T00:00:00.000000Z",27654.636719,28322.6875,26883.669922,27621.755859,27621.755859,20656025026
"2023-05-11T00:00:00.000000Z",27621.085938,27621.941406,26781.826172,27000.789063,27000.789063,16724343943
"2023-05-12T00:00:00.000000Z",26987.662109,27055.646484,25878.429688,26804.990234,26804.990234,19313599897
"2023-05-13T00:00:00.000000Z",26807.769531,27030.482422,26710.873047,26784.078125,26784.078125,9999171605
"2023-05-14T00:00:00.000000Z",26788.974609,27150.976563,26661.355469,26930.638672,26930.638672,10014858959
"2023-05-15T00:00:00.000000Z",26931.384766,27646.347656,26766.097656,27192.693359,27192.693359,14413231792
"2023-05-16T00:00:00.000000Z",27171.513672,27299.304688,26878.947266,27036.650391,27036.650391,12732238816
"2023-05-17T00:00:00.000000Z",27035.470703,27465.927734,26600.144531,27398.802734,27398.802734,15140006925
"2023-05-18T00:00:00.000000Z",27401.650391,27466.527344,26415.101563,26832.208984,26832.208984,15222938600
"2023-05-19T00:00:00.000000Z",26826.753906,27128.619141,26700.210938,26890.128906,26890.128906,11258983301
"2023-05-20T00:00:00.000000Z",26888.841797,27155.158203,26843.277344,27129.585938,27129.585938,7044911360
"2023-05-21T00:00:00.000000Z",27118.423828,27265.917969,26706.921875,26753.826172,26753.826172,8647416921
"2023-05-22T00:00:00.000000Z",26749.892578,27045.734375,26549.734375,26851.277344,26851.277344,11056770492
"2023-05-23T00:00:00.000000Z",26855.960938,27434.683594,26816.179688,27225.726563,27225.726563,13697203143
"2023-05-24T00:00:00.000000Z",27224.603516,27224.603516,26106.576172,26334.818359,26334.818359,16299104428
"2023-05-25T00:00:00.000000Z",26329.460938,26591.519531,25890.59375,26476.207031,26476.207031,13851122697
"2023-05-26T00:00:00.000000Z",26474.181641,26916.669922,26343.949219,26719.291016,26719.291016,12711619225
"2023-05-27T00:00:00.000000Z",26720.181641,26888.882813,26621.140625,26868.353516,26868.353516,7892015141
"2023-05-28T00:00:00.000000Z",26871.158203,28193.449219,26802.751953,28085.646484,28085.646484,14545229578
"2023-05-29T00:00:00.000000Z",28075.591797,28432.039063,27563.876953,27745.884766,27745.884766,15181308984
"2023-05-30T00:00:00.000000Z",27745.123047,28044.759766,27588.501953,27702.349609,27702.349609,13251081851
"2023-05-31T00:00:00.000000Z",27700.529297,27831.677734,26866.453125,27219.658203,27219.658203,15656371534
"2023-06-01T00:00:00.000000Z",27218.412109,27346.105469,26671.720703,26819.972656,26819.972656,14678970415
"2023-06-02T00:00:00.000000Z",26824.556641,27303.861328,26574.644531,27249.589844,27249.589844,14837415000
"2023-06-03T00:00:00.000000Z",27252.324219,27317.052734,26958.003906,27075.128906,27075.128906,8385597470
"2023-06-04T00:00:00.000000Z",27075.123047,27407.019531,26968.224609,27119.066406,27119.066406,9360912318
"2023-06-05T00:00:00.000000Z",27123.109375,27129.982422,25445.167969,25760.097656,25760.097656,21513292646
"2023-06-06T00:00:00.000000Z",25732.109375,27313.820313,25434.867188,27238.783203,27238.783203,21929670693
"2023-06-07T00:00:00.000000Z",27235.650391,27332.181641,26146.988281,26345.998047,26345.998047,19530045082
"2023-06-08T00:00:00.000000Z",26347.654297,26797.513672,26246.664063,26508.216797,26508.216797,11904824295
"2023-06-09T00:00:00.000000Z",26505.923828,26770.289063,26339.314453,26480.375,26480.375,11015551640
"2023-06-10T00:00:00.000000Z",26481.761719,26531.044922,25501.835938,25851.240234,25851.240234,19872933189
"2023-06-11T00:00:00.000000Z",25854.03125,26203.439453,25668.986328,25940.167969,25940.167969,10732609603
"2023-06-12T00:00:00.000000Z",25934.285156,26087.919922,25675.197266,25902.5,25902.5,11677889997
"2023-06-13T00:00:00.000000Z",25902.941406,26376.351563,25728.365234,25918.728516,25918.728516,14143474486
"2023-06-14T00:00:00.000000Z",25920.257813,26041.800781,24902.152344,25124.675781,25124.675781,14265717766
"2023-06-15T00:00:00.000000Z",25121.673828,25735.308594,24797.167969,25576.394531,25576.394531,15837384409
"2023-06-16T00:00:00.000000Z",25575.283203,26463.173828,25245.357422,26327.462891,26327.462891,16324646965
"2023-06-17T00:00:00.000000Z",26328.679688,26769.394531,26174.492188,26510.675781,26510.675781,11090276850
"2023-06-18T00:00:00.000000Z",26510.457031,26675.925781,26325.890625,26336.212891,26336.212891,9565695129
"2023-06-19T00:00:00.000000Z",26335.441406,26984.611328,26312.832031,26851.029297,26851.029297,12826986222
"2023-06-20T00:00:00.000000Z",26841.664063,28388.96875,26668.791016,28327.488281,28327.488281,22211859147
"2023-06-21T00:00:00.000000Z",28311.310547,30737.330078,28283.410156,30027.296875,30027.296875,33346760979
"2023-06-22T00:00:00.000000Z",29995.935547,30495.998047,29679.158203,29912.28125,29912.28125,20653160491
"2023-06-23T00:00:00.000000Z",29896.382813,31389.539063,29845.214844,30695.46875,30695.46875,24115570085
"2023-06-24T00:00:00.000000Z",30708.738281,30804.148438,30290.146484,30548.695313,30548.695313,12147822496
"2023-06-25T00:00:00.000000Z",30545.150391,31041.271484,30327.943359,30480.261719,30480.261719,12703464114
"2023-06-26T00:00:00.000000Z",30480.523438,30636.029297,29955.744141,30271.130859,30271.130859,16493186997
"2023-06-27T00:00:00.000000Z",30274.320313,31006.787109,30236.650391,30688.164063,30688.164063,16428827944
"2023-06-28T00:00:00.000000Z",30696.560547,30703.279297,29921.822266,30086.246094,30086.246094,14571500779
"2023-06-29T00:00:00.000000Z",30086.1875,30796.25,30057.203125,30445.351563,30445.351563,13180860821
"2023-06-30T00:00:00.000000Z",30441.353516,31256.863281,29600.275391,30477.251953,30477.251953,26387306197
"2023-07-01T00:00:00.000000Z",30471.847656,30641.289063,30328.865234,30590.078125,30590.078125,9086606733
"2023-07-02T00:00:00.000000Z",30587.269531,30766.140625,30264.019531,30620.769531,30620.769531,10533418042
"2023-07-03T00:00:00.000000Z",30624.515625,31375.613281,30586.513672,31156.439453,31156.439453,15271884873
"2023-07-04T00:00:00.000000Z",31156.865234,31325.197266,30659.355469,30777.582031,30777.582031,12810828427
"2023-07-05T00:00:00.000000Z",30778.724609,30877.330078,30225.613281,30514.166016,30514.166016,12481622280
"2023-07-06T00:00:00.000000Z",30507.150391,31460.052734,29892.226563,29909.337891,29909.337891,21129219509
"2023-07-07T00:00:00.000000Z",29907.998047,30434.644531,29777.285156,30342.265625,30342.265625,13384770155
"2023-07-08T00:00:00.000000Z",30346.921875,30374.4375,30080.160156,30292.541016,30292.541016,7509378699
"2023-07-09T00:00:00.000000Z",30291.611328,30427.589844,30085.591797,30171.234375,30171.234375,7903327692
"2023-07-10T00:00:00.000000Z",30172.423828,31026.083984,29985.394531,30414.470703,30414.470703,14828209155
"2023-07-11T00:00:00.000000Z",30417.632813,30788.314453,30358.097656,30620.951172,30620.951172,12151839152
"2023-07-12T00:00:00.000000Z",30622.246094,30959.964844,30228.835938,30391.646484,30391.646484,14805659717
"2023-07-13T00:00:00.000000Z",30387.488281,31814.515625,30268.351563,31476.048828,31476.048828,23686079548
"2023-07-14T00:00:00.000000Z",31474.720703,31582.253906,29966.386719,30334.068359,30334.068359,20917902660
"2023-07-15T00:00:00.000000Z",30331.783203,30407.78125,30263.462891,30295.806641,30295.806641,8011667756
"2023-07-16T00:00:00.000000Z",30297.472656,30437.560547,30089.669922,30249.132813,30249.132813,8516564470
"2023-07-17T00:00:00.000000Z",30249.626953,30336.400391,29685.783203,30145.888672,30145.888672,13240156074
"2023-07-18T00:00:00.000000Z",30147.070313,30233.65625,29556.427734,29856.5625,29856.5625,13138897269
"2023-07-19T00:00:00.000000Z",29862.046875,30184.181641,29794.269531,29913.923828,29913.923828,12128602812
"2023-07-20T00:00:00.000000Z",29915.25,30195.53125,29638.095703,29792.015625,29792.015625,14655207121
"2023-07-21T00:00:00.000000Z",29805.111328,30045.998047,29733.851563,29908.744141,29908.744141,10972789818
"2023-07-22T00:00:00.000000Z",29908.697266,29991.615234,29664.121094,29771.802734,29771.802734,7873300598
"2023-07-23T00:00:00.000000Z",29790.111328,30330.640625,29741.527344,30084.539063,30084.539063,9220145050
"2023-07-24T00:00:00.000000Z",30081.662109,30093.394531,28934.294922,29176.916016,29176.916016,15395817395
"2023-07-25T00:00:00.000000Z",29178.970703,29353.160156,29062.433594,29227.390625,29227.390625,10266772793
"2023-07-26T00:00:00.000000Z",29225.759766,29675.552734,29113.912109,29354.972656,29354.972656,13497554655
"2023-07-27T00:00:00.000000Z",29353.798828,29560.966797,29099.351563,29210.689453,29210.689453,10770779217
"2023-07-28T00:00:00.000000Z",29212.164063,29521.513672,29125.845703,29319.246094,29319.246094,11218474952
"2023-07-29T00:00:00.000000Z",29319.445313,29396.84375,29264.166016,29356.917969,29356.917969,6481775959
"2023-07-30T00:00:00.000000Z",29357.09375,29443.169922,29059.501953,29275.308594,29275.308594,8678454527
"2023-07-31T00:00:00.000000Z",29278.314453,29489.873047,29131.578125,29230.111328,29230.111328,11656781982
"2023-08-01T00:00:00.000000Z",29230.873047,29675.732422,28657.023438,29675.732422,29675.732422,18272392391
"2023-08-02T00:00:00.000000Z",29704.146484,29987.998047,28946.509766,29151.958984,29151.958984,19212655598
"2023-08-03T00:00:00.000000Z",29161.8125,29375.707031,28959.488281,29178.679688,29178.679688,12780357746
"2023-08-04T00:00:00.000000Z",29174.382813,29302.078125,28885.335938,29074.091797,29074.091797,12036639988
"2023-08-05T00:00:00.000000Z",29075.388672,29102.464844,28957.796875,29042.126953,29042.126953,6598366353
"2023-08-06T00:00:00.000000Z",29043.701172,29160.822266,28963.833984,29041.855469,29041.855469,7269806994
"2023-08-07T00:00:00.000000Z",29038.513672,29244.28125,28724.140625,29180.578125,29180.578125,13618163710
"2023-08-08T00:00:00.000000Z",29180.019531,30176.796875,29113.814453,29765.492188,29765.492188,17570561357
"2023-08-09T00:00:00.000000Z",29766.695313,30093.435547,29376.800781,29561.494141,29561.494141,18379521213
"2023-08-10T00:00:00.000000Z",29563.972656,29688.564453,29354.447266,29429.591797,29429.591797,11865344789
"2023-08-11T00:00:00.000000Z",29424.902344,29517.773438,29253.517578,29397.714844,29397.714844,10195168197
"2023-08-12T00:00:00.000000Z",29399.787109,29465.113281,29357.587891,29415.964844,29415.964844,6194358008
"2023-08-13T00:00:00.000000Z",29416.59375,29441.433594,29265.806641,29282.914063,29282.914063,7329897180
"2023-08-14T00:00:00.000000Z",29283.263672,29660.253906,29124.105469,29408.443359,29408.443359,14013695304
"2023-08-15T00:00:00.000000Z",29408.048828,29439.121094,29088.853516,29170.347656,29170.347656,12640195779
"2023-08-16T00:00:00.000000Z",29169.074219,29221.976563,28701.779297,28701.779297,28701.779297,14949271904
"2023-08-17T00:00:00.000000Z",28699.802734,28745.947266,25409.111328,26664.550781,26664.550781,31120851211
"2023-08-18T00:00:00.000000Z",26636.078125,26808.195313,25668.921875,26049.556641,26049.556641,24026236529
"2023-08-19T00:00:00.000000Z",26047.832031,26249.449219,25802.408203,26096.205078,26096.205078,10631443812
"2023-08-20T00:00:00.000000Z",26096.861328,26260.681641,26004.314453,26189.583984,26189.583984,9036580420
"2023-08-21T00:00:00.000000Z",26188.691406,26220.201172,25846.087891,26124.140625,26124.140625,13371557893
"2023-08-22T00:00:00.000000Z",26130.748047,26135.507813,25520.728516,26031.65625,26031.65625,14503820706
"2023-08-23T00:00:00.000000Z",26083.507813,26451.308594,25806.986328,26421.820313,26421.820313,17491527680
